PlayerName,Foot,Position,AWR,DWR,OVR,PAC,SHO,PAS,DRI,DEF,PHY,SM,DIV,POS,HAN,REF,KIC,SPD
Faïz Selemani,Right,CAM,High,Med,71,84,68,69,73,56,60,4,NA,NA,NA,NA,NA,NA
Hernán De La Fuente,Right,RB,High,Low,71,84,60,61,71,63,78,3,NA,NA,NA,NA,NA,NA
Chung Yong Lee,Right,RM,High,Med,71,70,61,69,76,53,60,3,NA,NA,NA,NA,NA,NA
Sebastian Lletget,Right,CM,High,High,71,71,64,71,74,61,73,4,NA,NA,NA,NA,NA,NA
José Carlos Ferreira Júnior,Left,CB,Med,Med,71,73,35,50,55,71,74,2,NA,NA,NA,NA,NA,NA
Ismaila Soro,Right,CDM,Med,High,71,71,52,62,68,68,74,2,NA,NA,NA,NA,NA,NA
Juan Carlos Pérez López,Left,LB,Med,Med,71,74,61,66,72,65,69,3,NA,NA,NA,NA,NA,NA
Guido Carrillo,Right,ST,Med,Med,71,46,74,54,70,39,72,3,NA,NA,NA,NA,NA,NA
Vagner José Dias Goncalves,Right,ST,High,Low,71,89,73,62,76,29,55,4,NA,NA,NA,NA,NA,NA
Juan Manuel Marrero Monzón,Left,CB,High,High,71,63,50,58,46,70,79,2,NA,NA,NA,NA,NA,NA
Alexander Hack,Left,CB,Med,Med,71,62,32,59,57,73,74,2,NA,NA,NA,NA,NA,NA
Ohikhuaeme Omoijuanfo,Right,ST,High,Med,71,75,71,61,68,44,74,3,NA,NA,NA,NA,NA,NA
Edimilson Fernandes,Right,CM,Med,Med,71,67,65,67,72,70,69,2,NA,NA,NA,NA,NA,NA
Augusto Lotti,Right,ST,Med,Med,71,76,71,55,71,26,63,3,NA,NA,NA,NA,NA,NA
Jérémy Gélin,Right,CB,Med,Med,71,52,36,66,61,72,70,2,NA,NA,NA,NA,NA,NA
Santiago Rodríguez,Right,CAM,High,Low,71,77,62,65,74,37,48,4,NA,NA,NA,NA,NA,NA
Mats Møller Dæhli,Right,CAM,High,Med,71,73,54,68,79,25,59,3,NA,NA,NA,NA,NA,NA
Majeed Ashimeru,Right,CM,Med,Med,71,74,65,69,75,61,66,3,NA,NA,NA,NA,NA,NA
Rolando Jorge Pires da Fonseca,Right,CB,Med,Med,71,32,37,56,52,72,69,2,NA,NA,NA,NA,NA,NA
Jalil Elías,Right,CM,Med,Med,71,68,57,69,69,70,74,3,NA,NA,NA,NA,NA,NA
George Honeyman,Right,CM,High,High,71,72,65,71,70,65,73,3,NA,NA,NA,NA,NA,NA
Josh Sargent,Right,ST,High,Med,71,75,70,61,71,39,70,3,NA,NA,NA,NA,NA,NA
Cameron Puertas,Right,CM,High,High,71,77,66,69,71,68,77,3,NA,NA,NA,NA,NA,NA
Phil Bardsley,Right,RB,Low,Med,71,43,58,65,67,74,73,3,NA,NA,NA,NA,NA,NA
João António Antunes Carvalho,Right,CAM,Med,Med,71,71,66,71,76,33,48,4,NA,NA,NA,NA,NA,NA
Onel Hernández,Right,LM,High,Med,71,83,65,62,73,34,69,4,NA,NA,NA,NA,NA,NA
Raphael Framberger,Right,RB,Med,Med,71,81,41,56,58,69,61,2,NA,NA,NA,NA,NA,NA
Håkon Evjen,Left,RW,High,High,71,82,64,64,74,54,62,4,NA,NA,NA,NA,NA,NA
Bradley Wright-Phillips,Right,ST,Med,Low,71,62,71,57,68,43,67,3,NA,NA,NA,NA,NA,NA
Casper De Norre,Right,LB,High,Med,71,70,63,66,71,65,70,3,NA,NA,NA,NA,NA,NA
Adam Karabec,Left,CAM,High,Low,71,72,63,68,74,35,54,3,NA,NA,NA,NA,NA,NA
Nicolas Benezet,Right,LM,High,Med,71,76,68,68,72,34,53,3,NA,NA,NA,NA,NA,NA
Emmanuel García,Right,LB,Med,High,71,70,52,60,70,67,66,3,NA,NA,NA,NA,NA,NA
Lewis Ferguson,Right,CM,High,High,71,73,71,69,70,68,81,3,NA,NA,NA,NA,NA,NA
Nikola Čumić,Right,RM,Med,Med,71,82,70,65,75,23,58,3,NA,NA,NA,NA,NA,NA
Jeison Lucumí,Right,RM,Med,Low,71,74,66,65,74,24,62,4,NA,NA,NA,NA,NA,NA
Johannes Geis,Right,CDM,Low,High,71,54,63,77,64,68,70,2,NA,NA,NA,NA,NA,NA
Camilo Cándido,Left,LB,High,Med,71,85,53,64,66,67,52,3,NA,NA,NA,NA,NA,NA
Hamza Sakhi,Right,CM,High,Low,71,72,66,73,72,57,60,4,NA,NA,NA,NA,NA,NA
Miguel Juan Llambrich,Right,RB,Med,Med,71,75,50,63,73,66,66,3,NA,NA,NA,NA,NA,NA
Ola John,Right,LM,High,Low,71,72,63,69,73,25,58,4,NA,NA,NA,NA,NA,NA
Jorge Filipe Oliveira Fernandes,Right,CB,Med,Med,71,40,34,44,57,70,78,2,NA,NA,NA,NA,NA,NA
Tariqe Fosu,Right,LW,Med,Med,71,85,64,64,73,38,62,4,NA,NA,NA,NA,NA,NA
Álvaro Tejero Sacristán,Right,RB,High,Med,71,78,61,66,71,65,67,2,NA,NA,NA,NA,NA,NA
Gabriel Paletta,Right,CB,Low,High,71,34,33,40,48,73,80,2,NA,NA,NA,NA,NA,NA
Seung Gi Lee,Right,CM,High,Med,71,75,67,71,73,53,69,4,NA,NA,NA,NA,NA,NA
Kevin Ramírez,Left,LM,Med,Med,71,82,57,63,73,32,58,3,NA,NA,NA,NA,NA,NA
Federico Higuaín,Right,CAM,Med,Low,71,44,70,74,70,42,55,3,NA,NA,NA,NA,NA,NA
Javier Güemez,Right,CDM,Med,High,71,57,67,67,66,68,85,3,NA,NA,NA,NA,NA,NA
Fredrik Aursnes,Right,CDM,High,High,71,74,65,70,71,67,72,3,NA,NA,NA,NA,NA,NA
João Mário Neto Lopes,Right,RB,Med,Med,71,75,63,64,70,68,60,3,NA,NA,NA,NA,NA,NA
Aden Flint,Right,CB,Med,Med,71,43,47,40,41,71,81,2,NA,NA,NA,NA,NA,NA
Pablo Velázquez,Left,ST,High,Low,71,64,72,53,67,30,76,3,NA,NA,NA,NA,NA,NA
Markus Suttner,Left,LB,High,Med,71,62,59,72,70,68,67,3,NA,NA,NA,NA,NA,NA
Keegan Rosenberry,Right,RB,Med,High,71,69,51,63,68,67,74,2,NA,NA,NA,NA,NA,NA
Cristian Cásseres Jr,Right,CDM,High,High,71,75,55,65,71,69,70,3,NA,NA,NA,NA,NA,NA
Josha Vagnoman,Right,RB,High,Med,71,87,44,60,67,66,79,2,NA,NA,NA,NA,NA,NA
Gianluca Frabotta,Left,LWB,Med,Med,71,70,55,68,68,65,65,2,NA,NA,NA,NA,NA,NA
David Juncà Reñé,Left,LB,High,Med,71,69,45,62,63,67,74,2,NA,NA,NA,NA,NA,NA
Diego Bejarano,Right,RB,High,Med,71,66,38,61,62,68,58,2,NA,NA,NA,NA,NA,NA
Blas Cáceres,Left,LM,Med,Med,71,70,65,69,66,55,62,2,NA,NA,NA,NA,NA,NA
Josip Juranović,Right,RM,Med,High,71,83,56,67,70,66,68,2,NA,NA,NA,NA,NA,NA
Jesé Rodríguez Ruiz,Right,ST,Med,Low,71,74,70,69,75,25,59,4,NA,NA,NA,NA,NA,NA
Richie Laryea,Right,RB,High,Med,71,81,60,64,71,63,71,4,NA,NA,NA,NA,NA,NA
Harisson Marcelin,Right,CB,Med,Med,71,62,35,49,52,71,75,2,NA,NA,NA,NA,NA,NA
Niklas Moisander,Left,CB,High,Med,71,46,49,68,67,72,67,3,NA,NA,NA,NA,NA,NA
Václav Černý,Left,RW,Med,High,71,83,65,61,74,27,53,3,NA,NA,NA,NA,NA,NA
Morten Frendrup,Right,CDM,Med,Med,71,78,52,63,70,67,75,2,NA,NA,NA,NA,NA,NA
Josh Risdon,Right,RB,High,Med,71,75,49,61,65,67,81,3,NA,NA,NA,NA,NA,NA
Dániel Sallói,Right,LW,High,Med,71,75,71,67,69,38,69,3,NA,NA,NA,NA,NA,NA
Filip Souček,Right,CM,Med,Med,71,73,65,69,72,66,74,2,NA,NA,NA,NA,NA,NA
Antonino Barillà,Left,CM,High,Med,71,78,66,70,73,66,75,3,NA,NA,NA,NA,NA,NA
Nathan Byrne,Right,RB,High,Med,71,85,52,63,72,63,66,3,NA,NA,NA,NA,NA,NA
Aníbal Godoy,Left,CDM,Med,Med,71,32,55,64,66,64,75,3,NA,NA,NA,NA,NA,NA
Collins Fai,Right,RB,High,High,71,85,32,57,68,67,70,3,NA,NA,NA,NA,NA,NA
Dax McCarty,Right,CDM,Med,High,71,44,54,67,67,68,74,3,NA,NA,NA,NA,NA,NA
Julien De Sart,Right,CM,Med,Med,71,52,67,72,68,68,69,3,NA,NA,NA,NA,NA,NA
Ronald Matarrita,Left,LB,Med,High,71,78,49,65,69,67,70,3,NA,NA,NA,NA,NA,NA
Nicușor Bancu,Left,LB,High,Med,71,77,66,67,72,65,71,2,NA,NA,NA,NA,NA,NA
Miguel Angel Torrén,Right,CB,Med,Med,71,67,45,58,57,72,75,2,NA,NA,NA,NA,NA,NA
Jubal Rocha Mendes Júnior,Right,CB,Med,Med,71,57,29,44,54,71,73,2,NA,NA,NA,NA,NA,NA
Ramiro Carrera,Right,RM,Med,Med,71,80,64,66,69,42,68,3,NA,NA,NA,NA,NA,NA
Agustín Bouzat,Left,RW,High,High,71,86,60,67,74,54,63,3,NA,NA,NA,NA,NA,NA
Michal Trávník,Right,CM,Med,Med,71,69,68,72,72,65,66,3,NA,NA,NA,NA,NA,NA
Mikael Lustig,Right,RB,Med,High,71,55,54,66,61,73,71,3,NA,NA,NA,NA,NA,NA
Daniel Calvo Sanromán,Right,CB,Med,Med,71,47,46,56,51,71,76,2,NA,NA,NA,NA,NA,NA
Fahd Moufi,Right,RB,High,Med,71,74,39,60,67,68,75,2,NA,NA,NA,NA,NA,NA
Alberto Soro Álvarez,Left,RM,Med,Med,71,79,63,69,71,44,61,3,NA,NA,NA,NA,NA,NA
Nicolás Bertolo,Right,LM,High,Low,71,59,70,74,71,38,66,3,NA,NA,NA,NA,NA,NA
Alpaslan Öztürk,Right,CB,Med,Med,71,57,55,56,63,70,82,3,NA,NA,NA,NA,NA,NA
Judson Silva Tavares,Right,CDM,Med,High,71,69,42,59,63,67,76,2,NA,NA,NA,NA,NA,NA
Ivan Ilić,Left,CM,Med,Med,71,69,62,72,74,61,66,3,NA,NA,NA,NA,NA,NA
Pedro Miguel Pereira Silva,Right,CM,Med,Med,71,61,65,69,73,57,75,3,NA,NA,NA,NA,NA,NA
Guilherme Parede,Right,RM,High,Med,71,72,70,67,72,46,63,3,NA,NA,NA,NA,NA,NA
Tudor Băluță,Right,CDM,Med,High,71,60,49,57,50,69,74,2,NA,NA,NA,NA,NA,NA
Neeskens Kebano,Right,LM,Med,Med,71,81,65,67,74,39,54,3,NA,NA,NA,NA,NA,NA
Julián Fernández,Right,CDM,Med,High,71,67,54,61,68,69,76,2,NA,NA,NA,NA,NA,NA
Lisandro Pedro Varela Semedo,Right,RM,Med,Low,71,83,64,62,72,30,67,4,NA,NA,NA,NA,NA,NA
Nabil Dirar,Right,RM,Med,High,71,72,65,68,73,66,75,3,NA,NA,NA,NA,NA,NA
Thomas Monconduit,Right,CDM,Med,Med,71,57,55,68,65,70,75,2,NA,NA,NA,NA,NA,NA
Jesús Murillo,Right,CB,Med,High,71,79,38,53,61,70,79,2,NA,NA,NA,NA,NA,NA
Sebastian Walukiewicz,Right,CB,High,Med,71,56,38,47,53,72,71,2,NA,NA,NA,NA,NA,NA
Kamil Grosicki,Right,LM,Med,Low,71,78,71,70,72,38,58,3,NA,NA,NA,NA,NA,NA
Marcel Franke,Right,CB,Med,High,71,58,31,40,45,72,77,2,NA,NA,NA,NA,NA,NA
Roberto Ibáñez Castro,Right,RM,Med,Med,71,75,67,70,73,48,53,3,NA,NA,NA,NA,NA,NA
Carlos Santos Rodrigues,Right,CB,Med,High,71,68,45,51,60,70,79,2,NA,NA,NA,NA,NA,NA
Mert Müldür,Right,RB,High,Med,71,77,49,60,72,67,72,2,NA,NA,NA,NA,NA,NA
Pablo González,Right,CM,High,High,71,52,66,71,68,64,71,2,NA,NA,NA,NA,NA,NA
Sammy Ameobi,Left,RM,Med,Med,71,79,66,65,73,33,65,4,NA,NA,NA,NA,NA,NA
Sho Sasaki,Left,CB,Med,High,71,73,37,63,65,72,69,2,NA,NA,NA,NA,NA,NA
Saúl García Cabrero,Left,LB,High,Med,71,69,45,67,68,68,65,3,NA,NA,NA,NA,NA,NA
Óscar Valentín Martín Luengo,Right,CDM,Med,High,71,66,45,61,62,69,72,2,NA,NA,NA,NA,NA,NA
Derrick Luckassen,Right,CB,Med,Med,71,75,58,64,67,68,79,2,NA,NA,NA,NA,NA,NA
Paweł Wszołek,Right,RM,Med,Low,71,78,63,67,68,54,72,3,NA,NA,NA,NA,NA,NA
Nicolás Silva,Right,LM,Med,Med,71,87,60,67,73,23,41,4,NA,NA,NA,NA,NA,NA
Florian Hübner,Right,CB,Med,Med,71,51,43,46,44,75,71,2,NA,NA,NA,NA,NA,NA
Elias Cobbaut,Left,CB,Med,Med,71,67,41,67,67,70,76,2,NA,NA,NA,NA,NA,NA
Loïs Openda,Right,ST,High,Low,71,93,67,62,71,25,72,3,NA,NA,NA,NA,NA,NA
José Joaquín Martínez,Right,RB,High,High,71,79,57,69,71,64,70,3,NA,NA,NA,NA,NA,NA
José Manuel Rodríguez Benito,Left,CB,Med,High,71,59,59,57,60,72,71,2,NA,NA,NA,NA,NA,NA
Ognjen Vranješ,Right,CB,Low,High,71,67,47,53,57,70,82,2,NA,NA,NA,NA,NA,NA
Musashi Suzuki,Right,ST,Med,Med,71,81,70,59,67,25,69,3,NA,NA,NA,NA,NA,NA
Matthew Longstaff,Right,CM,High,Med,71,69,67,70,70,58,60,2,NA,NA,NA,NA,NA,NA
Edgar Bruno da Silva,Right,ST,High,Med,71,59,73,62,64,32,78,3,NA,NA,NA,NA,NA,NA
Lebogang Manyama,Left,CAM,Med,Med,71,73,74,65,69,38,63,3,NA,NA,NA,NA,NA,NA
Néstor Ortigoza,Right,CM,Med,Med,71,35,61,75,65,65,70,2,NA,NA,NA,NA,NA,NA
Virgil Misidjan,Right,RW,Med,Med,71,86,62,64,75,29,58,3,NA,NA,NA,NA,NA,NA
Fabricio Formiliano,Right,CB,Med,Med,71,64,27,50,56,69,78,2,NA,NA,NA,NA,NA,NA
Gonzalo Caicedo Verdú,Right,CB,High,Med,71,57,53,55,56,72,77,2,NA,NA,NA,NA,NA,NA
Alex Wilkinson,Right,CB,Med,High,71,32,46,54,51,71,82,2,NA,NA,NA,NA,NA,NA
Saîf-Eddine Khaoui,Left,CAM,Med,Med,71,65,68,70,73,46,60,3,NA,NA,NA,NA,NA,NA
Ahmad Benali,Right,CM,Med,Med,71,78,62,70,79,44,63,4,NA,NA,NA,NA,NA,NA
Guillermo Acosta,Right,CM,Med,Med,71,67,69,68,72,61,75,3,NA,NA,NA,NA,NA,NA
Alejandro Díez Salomón,Right,RB,High,Med,71,82,38,61,68,63,64,2,NA,NA,NA,NA,NA,NA
Paul Aguilar,Right,RB,High,High,71,70,63,66,66,66,76,3,NA,NA,NA,NA,NA,NA
Fedor Kudryashov,Left,LB,Med,Med,71,71,45,61,64,70,75,2,NA,NA,NA,NA,NA,NA
Tommy Smith,Right,RWB,Med,Med,71,69,46,66,66,68,71,3,NA,NA,NA,NA,NA,NA
Oliver McBurnie,Right,ST,Med,Med,71,55,70,57,68,34,76,3,NA,NA,NA,NA,NA,NA
Jay Dasilva,Left,LB,High,Med,71,86,40,60,73,67,60,3,NA,NA,NA,NA,NA,NA
Daniel-Kofi Kyereh,Right,CAM,Med,Med,71,82,68,62,74,22,61,4,NA,NA,NA,NA,NA,NA
Koffi Djidji,Right,CB,Low,High,71,61,32,53,63,72,69,2,NA,NA,NA,NA,NA,NA
Bojan,Right,CAM,Med,Low,71,68,71,71,74,26,43,4,NA,NA,NA,NA,NA,NA
Ataru Esaka,Right,CF,High,Med,71,81,69,69,71,52,65,4,NA,NA,NA,NA,NA,NA
Lucas Lima Linhares,Right,LF,High,Med,71,82,64,68,77,30,55,4,NA,NA,NA,NA,NA,NA
Anthony Knockaert,Left,RM,High,Med,71,73,67,70,75,48,65,4,NA,NA,NA,NA,NA,NA
Fabrício Santos de Jesus,Right,CDM,Med,Med,71,87,55,58,68,69,85,2,NA,NA,NA,NA,NA,NA
Mateus dos Santos Castro,Left,RM,High,Low,71,82,69,66,74,52,69,4,NA,NA,NA,NA,NA,NA
Jaka Bijol,Right,CDM,Med,High,71,65,61,63,60,71,77,2,NA,NA,NA,NA,NA,NA
Radim Řezník,Right,RB,Med,High,71,71,58,64,65,69,73,3,NA,NA,NA,NA,NA,NA
Jón Guðni Fjóluson,Left,CB,Med,Med,71,40,48,58,52,71,78,2,NA,NA,NA,NA,NA,NA
Jonatan Cristaldo,Right,ST,High,Med,71,74,70,64,74,29,70,3,NA,NA,NA,NA,NA,NA
Teruhito Nakagawa,Right,RM,High,Med,71,87,69,65,73,41,51,3,NA,NA,NA,NA,NA,NA
Jonathan Burkardt,Right,ST,Med,Med,71,79,68,61,75,37,69,3,NA,NA,NA,NA,NA,NA
Junmin Hao,Right,CDM,High,Med,71,69,70,74,73,62,66,3,NA,NA,NA,NA,NA,NA
Adam Reach,Left,LWB,High,Med,71,75,69,68,72,63,70,3,NA,NA,NA,NA,NA,NA
Olivier Kemen,Right,CM,High,Med,71,76,67,66,72,65,82,3,NA,NA,NA,NA,NA,NA
Michał Pazdan,Right,CB,Med,High,71,48,44,58,55,71,73,2,NA,NA,NA,NA,NA,NA
Kento Misao,Right,CDM,Med,High,71,75,44,66,71,68,73,3,NA,NA,NA,NA,NA,NA
Sadegh Moharrami,Right,RB,High,High,71,81,30,52,68,70,59,3,NA,NA,NA,NA,NA,NA
Hanchao Yu,Right,LM,High,Low,71,76,63,69,72,37,63,3,NA,NA,NA,NA,NA,NA
Bongani Zungu,Right,CDM,Med,Med,71,57,66,70,69,68,74,2,NA,NA,NA,NA,NA,NA
Tsukasa Morishima,Right,CF,Med,Low,71,77,67,72,71,39,61,3,NA,NA,NA,NA,NA,NA
Filip Benković,Right,CB,Med,Med,71,63,44,55,56,70,80,2,NA,NA,NA,NA,NA,NA
Xuepeng Li,Left,LB,High,Med,71,81,55,68,67,66,71,3,NA,NA,NA,NA,NA,NA
Saido Berahino,Right,CAM,Med,Low,71,72,71,67,74,29,64,3,NA,NA,NA,NA,NA,NA
Federico Mattiello,Left,RM,Med,Med,71,72,64,70,73,69,61,3,NA,NA,NA,NA,NA,NA
Iké Ugbo,Right,ST,High,Med,71,78,70,57,68,29,70,2,NA,NA,NA,NA,NA,NA
Marios Vrousai,Right,LM,Med,Med,71,81,68,66,72,41,64,4,NA,NA,NA,NA,NA,NA
Dino Arslanagic,Right,CB,Med,High,71,50,32,55,56,71,74,2,NA,NA,NA,NA,NA,NA
Antonio Barreca,Left,LWB,High,Med,71,72,34,62,72,68,64,2,NA,NA,NA,NA,NA,NA
Sigurðarson,Right,ST,High,Med,71,75,69,62,73,39,78,3,NA,NA,NA,NA,NA,NA
Amir Hadžiahmetović,Right,CDM,Med,Med,71,69,58,68,71,67,71,2,NA,NA,NA,NA,NA,NA
Gabriel Fuentes,Left,LB,Med,Med,71,82,44,60,68,65,73,2,NA,NA,NA,NA,NA,NA
Jürgen Locadia,Right,ST,High,Med,71,70,70,66,71,35,73,3,NA,NA,NA,NA,NA,NA
Lorenzo Venuti,Right,RWB,Med,High,71,73,26,59,66,68,61,2,NA,NA,NA,NA,NA,NA
Franco Troyansky,Left,ST,High,Med,71,75,70,69,72,35,73,3,NA,NA,NA,NA,NA,NA
Johan Vásquez,Left,CB,Med,High,71,66,32,57,56,73,72,2,NA,NA,NA,NA,NA,NA
Osvaldo Martínez,Right,CAM,Med,Med,71,53,71,72,72,58,71,3,NA,NA,NA,NA,NA,NA
Jonathan Hogg,Right,CDM,Low,High,71,66,53,60,65,69,79,2,NA,NA,NA,NA,NA,NA
George Saville,Left,CM,Med,Med,71,63,65,69,69,68,75,3,NA,NA,NA,NA,NA,NA
Luca Palmiero,Right,CM,Med,High,71,67,63,72,72,65,62,3,NA,NA,NA,NA,NA,NA
Cedric Itten,Right,ST,High,Med,71,68,72,60,66,36,74,3,NA,NA,NA,NA,NA,NA
Mohamed Ali Camara,Right,CB,Med,High,71,72,35,51,46,70,78,2,NA,NA,NA,NA,NA,NA
Norman Theuerkauf,Left,LB,Med,High,71,60,56,64,63,73,76,2,NA,NA,NA,NA,NA,NA
Joe Ralls,Left,CM,Med,High,71,64,69,71,70,67,67,3,NA,NA,NA,NA,NA,NA
Stefan Strandberg,Right,CB,Med,Med,71,67,43,53,58,71,75,2,NA,NA,NA,NA,NA,NA
Sebastiano Luperto,Left,CB,Low,Med,71,49,55,60,59,74,68,2,NA,NA,NA,NA,NA,NA
Ryota Oshima,Right,CM,Med,Med,71,83,69,70,73,64,61,3,NA,NA,NA,NA,NA,NA
Martin Erlić,Right,CB,Low,Med,71,56,33,49,51,71,73,2,NA,NA,NA,NA,NA,NA
Julien Faussurier,Right,RB,Med,Med,71,57,59,73,70,69,68,2,NA,NA,NA,NA,NA,NA
Yo Han Go,Right,RM,High,High,71,77,61,68,70,63,73,3,NA,NA,NA,NA,NA,NA
Valentín Vada,Right,LM,Med,Med,71,61,64,73,71,66,73,3,NA,NA,NA,NA,NA,NA
Kevin Mac Allister,Right,LB,Med,Med,71,71,42,56,65,71,66,2,NA,NA,NA,NA,NA,NA
Gonzalo Ávila Gordón,Right,RB,Med,Med,71,75,57,67,70,67,68,3,NA,NA,NA,NA,NA,NA
Torgeir Børven,Right,ST,High,Low,71,71,71,58,68,33,69,2,NA,NA,NA,NA,NA,NA
Salvador José Milhazes Agra,Right,LW,Med,Med,71,88,66,70,71,34,67,3,NA,NA,NA,NA,NA,NA
Kevin Behrens,Right,ST,High,Med,71,69,71,50,65,28,80,2,NA,NA,NA,NA,NA,NA
Martin Olsson,Left,LB,High,Med,71,71,62,68,69,69,70,3,NA,NA,NA,NA,NA,NA
Florent Hadergjonaj,Right,RB,High,Med,71,81,48,65,69,65,70,3,NA,NA,NA,NA,NA,NA
Jon Bautista Orgilles,Right,ST,Med,Med,71,70,75,58,69,26,61,3,NA,NA,NA,NA,NA,NA
Young Joon Choi,Right,CDM,Med,High,71,70,61,66,66,67,75,3,NA,NA,NA,NA,NA,NA
Milan Havel,Right,RB,High,High,71,73,47,65,70,66,72,2,NA,NA,NA,NA,NA,NA
Róbert Mak,Right,LW,Med,Med,71,75,69,68,72,37,58,3,NA,NA,NA,NA,NA,NA
Ádám Szalai,Right,ST,High,High,71,33,72,58,63,43,77,3,NA,NA,NA,NA,NA,NA
Stefano Vecchia,Right,LW,Med,Med,71,77,67,66,72,39,65,4,NA,NA,NA,NA,NA,NA
Miguel Barbieri,Right,CB,Low,Med,71,62,34,42,52,70,70,2,NA,NA,NA,NA,NA,NA
Mikel San José Domínguez,Right,CM,Med,High,71,41,68,64,64,73,76,2,NA,NA,NA,NA,NA,NA
Gregory Wüthrich,Right,CB,Med,Med,71,55,35,49,52,71,80,2,NA,NA,NA,NA,NA,NA
Robert Gumny,Right,RB,High,High,71,81,37,60,69,67,66,2,NA,NA,NA,NA,NA,NA
Petar Musa,Right,ST,Med,Med,71,72,72,58,69,35,72,3,NA,NA,NA,NA,NA,NA
Emrah Bassan,Left,RM,Med,Med,71,76,68,71,72,22,59,3,NA,NA,NA,NA,NA,NA
Hillal Soudani,Left,LM,High,Med,71,73,71,68,73,43,74,4,NA,NA,NA,NA,NA,NA
James Chester,Right,CB,Med,Med,71,55,34,56,61,72,72,2,NA,NA,NA,NA,NA,NA
Ernesto Torregrossa,Left,ST,Med,Med,71,71,70,55,68,28,72,4,NA,NA,NA,NA,NA,NA
Samuel Grandsir,Right,LM,High,Med,71,86,60,68,74,44,66,3,NA,NA,NA,NA,NA,NA
Mamadou Loum,Right,CDM,Med,High,71,49,53,59,62,70,80,2,NA,NA,NA,NA,NA,NA
Joãozinho,Left,LB,High,High,71,68,55,65,67,68,69,3,NA,NA,NA,NA,NA,NA
Bruno Ferreira Bonfim,Right,ST,Med,Low,71,77,69,66,74,47,71,4,NA,NA,NA,NA,NA,NA
Rob Schoofs,Left,CM,High,Med,71,61,64,72,72,61,63,3,NA,NA,NA,NA,NA,NA
Deiver Machado,Left,LB,High,Med,71,86,56,63,71,65,70,2,NA,NA,NA,NA,NA,NA
Jesús Angulo,Left,LM,High,Low,71,78,64,69,71,46,62,3,NA,NA,NA,NA,NA,NA
Aníbal Moreno,Right,CM,Med,Med,71,73,66,71,74,50,59,3,NA,NA,NA,NA,NA,NA
Kyle Naughton,Right,RWB,Med,Med,71,68,52,64,67,70,68,2,NA,NA,NA,NA,NA,NA
Alessandro Schöpf,Right,CM,High,High,71,70,66,69,71,63,71,3,NA,NA,NA,NA,NA,NA
Ben Brereton,Right,LW,High,Med,71,83,68,62,72,41,73,3,NA,NA,NA,NA,NA,NA
Andrey Estupiñán,Right,LM,Med,Med,71,83,65,62,71,46,64,2,NA,NA,NA,NA,NA,NA
Dieumerci Ndongala,Right,RW,Med,Med,71,86,60,65,76,27,45,3,NA,NA,NA,NA,NA,NA
James Holland,Right,CM,Med,Med,71,65,62,68,71,68,79,2,NA,NA,NA,NA,NA,NA
Jack Price,Right,CDM,Med,High,71,48,47,71,65,63,74,2,NA,NA,NA,NA,NA,NA
Dawid Kownacki,Right,ST,Med,Med,71,77,71,60,71,31,67,3,NA,NA,NA,NA,NA,NA
Anderson Lucoqui,Left,LB,High,Med,71,79,44,59,67,68,71,2,NA,NA,NA,NA,NA,NA
Vladyslav Supriaha,Right,ST,Med,Low,71,87,70,50,71,19,51,3,NA,NA,NA,NA,NA,NA
André Poko,Right,CDM,High,High,71,74,57,62,73,68,77,3,NA,NA,NA,NA,NA,NA
Miguel Ponce,Left,LB,High,Med,71,70,56,63,65,67,78,3,NA,NA,NA,NA,NA,NA
Jérôme Onguéné,Right,CB,Med,Med,71,70,30,42,58,71,73,2,NA,NA,NA,NA,NA,NA
Eray Cömert,Right,CB,Med,Med,71,78,44,54,56,70,76,2,NA,NA,NA,NA,NA,NA
Igor Diveev,Right,CB,Med,High,71,61,34,58,57,73,70,2,NA,NA,NA,NA,NA,NA
Sandro Manoel dos Santos,Right,CDM,Med,Med,71,61,55,69,64,66,80,2,NA,NA,NA,NA,NA,NA
Cauley Woodrow,Right,ST,High,Med,71,69,73,59,69,32,70,3,NA,NA,NA,NA,NA,NA
Deni Milošević,Right,LM,High,Med,71,66,67,70,73,42,66,3,NA,NA,NA,NA,NA,NA
Ronaldo Augusto Vieira Nan,Right,CDM,Med,Med,71,73,58,65,72,67,75,3,NA,NA,NA,NA,NA,NA
Jesper Lindstrøm,Right,CAM,High,Med,71,81,65,66,73,46,59,3,NA,NA,NA,NA,NA,NA
Franck Boli,Right,ST,Med,Low,71,77,70,48,70,27,71,3,NA,NA,NA,NA,NA,NA
Joe Lolley,Left,RM,High,Med,71,82,68,67,75,49,56,3,NA,NA,NA,NA,NA,NA
Lluís López Mármol,Right,CB,Med,High,71,67,36,56,61,71,71,2,NA,NA,NA,NA,NA,NA
Damjan Đoković,Left,CDM,Med,Med,71,65,64,69,68,65,82,2,NA,NA,NA,NA,NA,NA
Steve Birnbaum,Right,CB,Low,High,71,34,31,46,51,70,81,2,NA,NA,NA,NA,NA,NA
Óscar Gil Regaño,Right,RB,Med,Med,71,77,46,62,67,66,71,3,NA,NA,NA,NA,NA,NA
Mustapha Yatabaré,Right,ST,High,Med,71,63,73,60,66,31,75,3,NA,NA,NA,NA,NA,NA
Luiz Fernando da Silva Monte,Right,ST,High,Low,71,63,71,52,62,30,76,3,NA,NA,NA,NA,NA,NA
